Image_ID,Question_Type,Question,Ground_Truth,BAN_Prediction,BLIP2_Prediction,BAN_Correct,BLIP2_Correct
xmlab228/source.jpg,OPEN,What is the organ on the left side of this image?,Liver,Liver,Liver,True,True
xmlab228/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab228/source.jpg,OPEN,What is the shape of the kidney in the picture?,Irregular,Oval,Irregular,False,True
xmlab228/source.jpg,OPEN,What is the organ on the lower right of the body in this image?,Left Kidney,Left Kidney,Spleen,True,False
xmlab229/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab229/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab229/source.jpg,OPEN,What is the largest organ in the picture?,Liver,Liver,Liver,True,True
xmlab229/source.jpg,CLOSED,Does the picture contain liver?,Yes,Yes,Yes,True,True
xmlab229/source.jpg,CLOSED,Does the picture contain kidney?,Yes,Yes,Yes,True,True
xmlab229/source.jpg,CLOSED,Does the picture contain spleen?,Yes,Yes,Yes,True,True
xmlab229/source.jpg,OPEN,What diseases are included in the picture?,Liver Cancer,Liver Cancer,Liver Cancer,True,True
xmlab229/source.jpg,OPEN,Where is the liver?,Left,Left,Left,True,True
xmlab229/source.jpg,OPEN,Where is/are the abnormality located?,Liver,Liver,Liver,True,True
xmlab229/source.jpg,OPEN,How many kidneys in this image?,2,2,2,True,True
xmlab229/source.jpg,CLOSED,Is the liver healthy?,No,Yes,Yes,False,False
xmlab229/source.jpg,OPEN,What is the organ on the left side of this image?,Liver,Liver,Liver,True,True
xmlab229/source.jpg,CLOSED,Does this image look normal?,No,No,No,True,True
xmlab229/source.jpg,CLOSED,Does the picture contain lung?,No,No,No,True,True
xmlab229/source.jpg,CLOSED,Does the picture contain heart?,No,No,No,True,True
xmlab229/source.jpg,CLOSED,"Which is bigger in this image, kidney or liver?",Liver,Liver,Liver,True,True
xmlab229/source.jpg,OPEN,What is the rightmost organ in this image?,Spleen,Spleen,Spleen,True,True
xmlab229/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab229/source.jpg,OPEN,What is the shape of the kidney in the picture?,Irregular,Oval,Irregular,False,True
xmlab238/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab238/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Chest,True,False
xmlab238/source.jpg,CLOSED,Does this image look normal?,Yes,No,Yes,False,True
xmlab238/source.jpg,OPEN,What is the largest organ in the picture?,Lung,Lung,Lung,True,True
xmlab238/source.jpg,CLOSED,Does the picture contain liver?,Yes,Yes,Yes,True,True
xmlab238/source.jpg,CLOSED,Does the picture contain kidney?,No,No,No,True,True
xmlab238/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab238/source.jpg,CLOSED,Does the picture contain lung?,Yes,Yes,Yes,True,True
xmlab238/source.jpg,CLOSED,Does the picture contain heart?,Yes,Yes,Yes,True,True
xmlab238/source.jpg,OPEN,Which one is the liver?,Gray ball on the left,Gray ball on the left,Heart,True,False
xmlab238/source.jpg,CLOSED,"Which is bigger in this image, liver or heart?",Heart,Heart,Heart,True,True
xmlab238/source.jpg,OPEN,What is the rightmost organ in this image?,Left Lung,Left Lung,Left Lung,True,True
xmlab238/source.jpg,OPEN,What organ is the gray part on the left of the image?,Liver,Liver,Liver,True,True
xmlab238/source.jpg,OPEN,What organ is the black part on the left of the image?,Right Lung,Right Lung,Right Lung,True,True
xmlab238/source.jpg,OPEN,What is the organ on the top of the body in this image?,Heart,Heart,Heart,True,True
xmlab238/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab245/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab245/source.jpg,OPEN,Which part of the body does this image belong to?,Chest,Chest,Chest,True,True
xmlab245/source.jpg,OPEN,What is the largest organ in the picture?,Lung,Lung,Lung,True,True
xmlab245/source.jpg,CLOSED,Does the picture contain liver?,No,No,No,True,True
xmlab245/source.jpg,CLOSED,Does the picture contain kidney?,No,No,No,True,True
xmlab245/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab245/source.jpg,CLOSED,Does the picture contain lung?,Yes,Yes,Yes,True,True
xmlab245/source.jpg,CLOSED,Does the picture contain heart?,Yes,Yes,Yes,True,True
xmlab245/source.jpg,OPEN,What organ is the gray part of the image?,Heart,Lung,Liver,False,False
xmlab245/source.jpg,OPEN,What organ is the black part of the image?,Lung,Lung,Lung,True,True
xmlab245/source.jpg,OPEN,What is the organ on the top of the body in this image?,Heart,Heart,Heart,True,True
xmlab245/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab257/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab257/source.jpg,OPEN,Which part of the body does this image belong to?,Chest,Chest,Chest,True,True
xmlab257/source.jpg,OPEN,What is the largest organ in the picture?,Lung,Lung,Lung,True,True
xmlab257/source.jpg,CLOSED,Does the picture contain liver?,No,No,No,True,True
xmlab257/source.jpg,CLOSED,Does the picture contain kidney?,No,No,No,True,True
xmlab257/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab257/source.jpg,CLOSED,Does the picture contain lung?,Yes,Yes,Yes,True,True
xmlab257/source.jpg,CLOSED,Does the picture contain heart?,Yes,Yes,Yes,True,True
xmlab257/source.jpg,CLOSED,"Which is bigger in this image, heart or lung?",Lung,Lung,Lung,True,True
xmlab257/source.jpg,OPEN,What organ is the black part on the right of the image?,Left Lung,Left Lung,Left Lung,True,True
xmlab257/source.jpg,OPEN,What organ is the black part on the left of the image?,Right Lung,Right Lung,Right Lung,True,True
xmlab257/source.jpg,OPEN,What is the organ on the top of the body in this image?,Heart,Heart,Heart,True,True
xmlab257/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab257/source.jpg,OPEN,What are the white veins in the black part of the body?,Pulmonary bronchus,Pulmonary bronchus,Pulmonary bronchus,True,True
xmlab258/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab258/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab258/source.jpg,CLOSED,Does this image look normal?,Yes,No,No,False,False
xmlab258/source.jpg,OPEN,What is the largest organ in the picture?,Lung,Lung,Lung,True,True
xmlab258/source.jpg,CLOSED,Does the picture contain liver?,Yes,Yes,Yes,True,True
xmlab258/source.jpg,CLOSED,Does the picture contain kidney?,No,No,No,True,True
xmlab258/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab258/source.jpg,CLOSED,Does the picture contain lung?,Yes,Yes,Yes,True,True
xmlab258/source.jpg,CLOSED,Does the picture contain heart?,Yes,Yes,Yes,True,True
xmlab258/source.jpg,OPEN,How many kidneys in this image?,0,0,0,True,True
xmlab258/source.jpg,CLOSED,"Which is bigger in this image, liver or heart ?",Heart,Heart,Heart,True,True
xmlab258/source.jpg,OPEN,What organ is the gray part on the left of the image?,Liver,Liver,Liver,True,True
xmlab258/source.jpg,OPEN,What organ is the black part on the left of the image?,Right Lung,Right Lung,Right Lung,True,True
xmlab258/source.jpg,OPEN,What is the organ on the top of the body in this image?,Heart,Heart,Heart,True,True
xmlab258/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab258/source.jpg,OPEN,Which is the liver?,Gray ball on the left,Gray ball on the left,Grey circle on the left,True,False
xmlab263/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab263/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab263/source.jpg,CLOSED,Does the picture contain liver?,Yes,No,No,False,False
xmlab263/source.jpg,CLOSED,Does the picture contain kidney?,Yes,Yes,Yes,True,True
xmlab263/source.jpg,CLOSED,Does the picture contain spleen?,No,No,No,True,True
xmlab263/source.jpg,OPEN,Where is the liver?,Left,Left,Left,True,True
xmlab263/source.jpg,OPEN,How many kidneys in this image?,2,2,2,True,True
xmlab263/source.jpg,CLOSED,"Which is bigger in this image, liver or kidney?",Kidney,Kidney,Spleen,True,False
xmlab263/source.jpg,OPEN,What is the rightmost organ in this image?,Large Bowel,Large Bowel,Spleen,True,False
xmlab263/source.jpg,OPEN,What organ is the gray part on the left of the image?,Liver,Liver,Liver,True,True
xmlab263/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab263/source.jpg,OPEN,What is the shape of the kidney in the picture?,Irregular,Oval,Oval,False,False
xmlab263/source.jpg,OPEN,Which is the kidney?,Symmetrical to the bone marrow,Symmetrical to the bone marrow,Symmetrical to the bone marrow,True,True
xmlab270/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab270/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab270/source.jpg,CLOSED,Does this image look normal?,No,No,No,True,True
xmlab270/source.jpg,OPEN,What is the largest organ in the picture?,Liver,Liver,Liver,True,True
xmlab270/source.jpg,CLOSED,Does the picture contain liver?,Yes,Yes,Yes,True,True
xmlab270/source.jpg,CLOSED,Does the picture contain kidney?,No,No,No,True,True
xmlab270/source.jpg,CLOSED,Does the picture contain spleen?,Yes,Yes,Yes,True,True
xmlab270/source.jpg,CLOSED,Does the picture contain lung?,Yes,No,Yes,False,True
xmlab270/source.jpg,CLOSED,Does the picture contain heart?,No,No,No,True,True
xmlab270/source.jpg,OPEN,What diseases are included in the picture?,Liver Cancer,Liver Cancer,Liver Cancer,True,True
xmlab270/source.jpg,OPEN,Where is the liver?,Left,Left,Lower Left,True,False
xmlab270/source.jpg,OPEN,Where is/are the abnormality located?,Liver,Liver,Liver,True,True
xmlab270/source.jpg,OPEN,How many kidneys in this image?,0,0,0,True,True
xmlab270/source.jpg,CLOSED,"Which is bigger in this image, liver or lung?",Liver,Liver,Liver,True,True
xmlab270/source.jpg,OPEN,What is the rightmost organ in this image?,Left Lung,Spleen,Spleen,False,False
xmlab270/source.jpg,OPEN,What organ is the gray part on the left of the image?,Liver,Liver,Liver,True,True
xmlab270/source.jpg,OPEN,What is the scanning plane of this image?,Transverse  Plane,Transverse  Plane,Transverse  Plane,True,True
xmlab285/source.jpg,OPEN,What modality is used to take this image?,CT,CT,CT,True,True
xmlab285/source.jpg,OPEN,Which part of the body does this image belong to?,Abdomen,Abdomen,Abdomen,True,True
xmlab285/source.jpg,CLOSED,Does this image look normal?,No,No,No,True,True
xmlab285/source.jpg,OPEN,What is the largest organ in the picture?,Liver,Liver,Liver,True,True
xmlab285/source.jpg,CLOSED,Does the picture contain liver?,Yes,Yes,Yes,True,True
xmlab285/source.jpg,CLOSED,Does the picture contain kidney?,Yes,Yes,Yes,True,True
xmlab285/source.jpg,CLOSED,Does the picture contain spleen?,Yes,Yes,Yes,True,True
xmlab285/source.jpg,CLOSED,Does the picture contain lung?,No,No,No,True,True
xmlab285/source.jpg,CLOSED,Does the picture contain heart?,No,No,No,True,True
xmlab285/source.jpg,OPEN,How many kidneys in this image?,1,2,0,False,False
xmlab285/source.jpg,CLOSED,"Which is bigger in this image, spleen or liver?",Liver,Liver,Liver,True,True
